area,latitude,longitude,population
SE,66.5,22.0,179
SE,66.5,22.5,546
SE,66.5,23.0,2724
SE,66.5,23.5,2743
SE,66.5,24.0,542
SE,67.0,17.5,2
SE,67.0,18.0,8
SE,67.0,18.5,112
SE,67.0,19.0,17
SE,67.0,19.5,42
SE,67.0,20.0,668
SE,67.0,20.5,14561
SE,67.0,21.0,1130
SE,67.0,21.5,903
SE,67.0,22.0,284
SE,67.0,22.5,709
SE,67.0,23.0,950
SE,67.0,23.5,1823
SE,67.0,24.0,912
SE,67.5,18.0,2
SE,67.5,18.5,23
SE,67.5,19.0,7
SE,67.5,20.0,84
SE,67.5,20.5,175
SE,67.5,21.0,1565
SE,67.5,21.5,485
SE,67.5,22.0,221
SE,67.5,22.5,1051
SE,67.5,23.0,257
SE,67.5,23.5,410
SE,67.5,24.0,190
SE,68.0,18.0,17
SE,68.0,18.5,163
SE,68.0,19.0,53
SE,68.0,19.5,28
SE,68.0,20.0,9701
SE,68.0,20.5,9256
SE,68.0,21.0,99
SE,68.0,21.5,37
SE,68.0,22.0,26
SE,68.0,22.5,25
SE,68.0,23.0,237
SE,68.0,23.5,291
SE,68.5,18.0,80
SE,68.5,18.5,85
SE,68.5,19.0,149
SE,68.5,19.5,4
SE,68.5,20.0,5
SE,68.5,21.0,5
SE,68.5,21.5,2
SE,68.5,22.0,297
SE,68.5,22.5,322
SE,68.5,23.0,159
SE,69.0,20.0,2
SE,69.0,20.5,3
SE,69.0,21.0,18
SI,45.5,13.5,68433
SI,45.5,14.0,60857
SI,45.5,14.5,16920
SI,45.5,15.0,38040
SI,45.5,15.5,8736
SI,46.0,13.5,45265
SI,46.0,14.0,104898
SI,46.0,14.5,626725
SI,46.0,15.0,197123
SI,46.0,15.5,160958
SI,46.0,16.0,281
SI,46.5,13.5,5136
SI,46.5,14.0,66158
SI,46.5,14.5,56535
SI,46.5,15.0,152904
SI,46.5,15.5,263383
SI,46.5,16.0,171142
SI,46.5,16.5,26076
SI,47.0,16.0,10581
SI,47.0,16.5,1478
SK,47.5,18.0,742
SK,47.5,18.5,884
SK,48.0,17.0,428900
SK,48.0,17.5,238641
SK,48.0,18.0,264413
SK,48.0,18.5,161704
SK,48.0,19.0,38569
SK,48.0,19.5,31789
SK,48.0,20.0,11707
SK,48.5,17.0,119705
SK,48.5,17.5,292213
SK,48.5,18.0,338792
SK,48.5,18.5,188549
SK,48.5,19.0,246324
SK,48.5,19.5,115631
SK,48.5,20.0,138014
SK,48.5,20.5,78778
SK,48.5,21.0,173628
SK,48.5,21.5,228645
SK,48.5,22.0,123577
SK,48.5,22.5,1923
SK,49.0,17.0,33962
SK,49.0,17.5,30369
SK,49.0,18.0,208683
SK,49.0,18.5,315040
SK,49.0,19.0,200810
SK,49.0,19.5,190846
SK,49.0,20.0,62101
SK,49.0,20.5,282571
SK,49.0,21.0,238578
SK,49.0,21.5,256242
SK,49.0,22.0,162327
SK,49.0,22.5,7786
SK,49.5,18.0,261
SK,49.5,18.5,54685
SK,49.5,19.0,103648
SK,49.5,19.5,102137
SK,49.5,20.0,3273
SK,49.5,20.5,51606
SK,49.5,21.0,26424
SK,49.5,21.5,70447
SK,49.5,22.0,10068
UK,50.0,-6.5,2120
UK,50.0,-5.5,120955
UK,50.0,-5.0,89164
UK,50.0,-4.0,3226
UK,50.0,-3.5,598
UK,50.5,-5.5,1891
UK,50.5,-5.0,164070
UK,50.5,-4.5,125573
UK,50.5,-4.0,404357
UK,50.5,-3.5,462462
UK,50.5,-3.0,46127
UK,50.5,-2.5,115947
UK,50.5,-2.0,328016
UK,50.5,-1.5,86606
UK,50.5,-1.0,82443
UK,50.5,0.0,114
UK,50.5,0.5,25
UK,51.0,-4.5,31360
UK,51.0,-4.0,157474
UK,51.0,-3.5,132949
UK,51.0,-3.0,320533
UK,51.0,-2.5,269673
UK,51.0,-2.0,401350
UK,51.0,-1.5,856169
UK,51.0,-1.0,856677
UK,51.0,-0.5,681123
UK,51.0,0.0,945712
UK,51.0,0.5,575367
UK,51.0,1.0,240122
UK,51.0,1.5,89405
UK,51.5,-5.5,9
UK,51.5,-5.0,48014
UK,51.5,-4.5,23301
UK,51.5,-4.0,424072
UK,51.5,-3.5,576159
UK,51.5,-3.0,1027369
UK,51.5,-2.5,1120957
UK,51.5,-2.0,550551
UK,51.5,-1.5,332196
UK,51.5,-1.0,1089566
UK,51.5,-0.5,3683172
UK,51.5,0.0,8305301
UK,51.5,0.5,1620373
UK,51.5,1.0,302296
UK,51.5,1.5,154881
UK,52.0,-5.5,1558
UK,52.0,-5.0,46243
UK,52.0,-4.5,85613
UK,52.0,-4.0,99070
UK,52.0,-3.5,81897
UK,52.0,-3.0,135014
UK,52.0,-2.5,331119
UK,52.0,-2.0,547386
UK,52.0,-1.5,349096
UK,52.0,-1.0,601283
UK,52.0,-0.5,1071786
UK,52.0,0.0,838056
UK,52.0,0.5,391648
UK,52.0,1.0,602365
UK,52.0,1.5,121058
UK,52.5,-4.0,53339
UK,52.5,-3.5,38960
UK,52.5,-3.0,107580
UK,52.5,-2.5,371526
UK,52.5,-2.0,3149882
UK,52.5,-1.5,1163871
UK,52.5,-1.0,977887
UK,52.5,-0.5,553045
UK,52.5,0.0,388805
UK,52.5,0.5,220754
UK,52.5,1.0,288427
UK,52.5,1.5,488734
UK,52.5,2.0,4908
UK,53.0,-5.0,23
UK,53.0,-4.5,46125
UK,53.0,-4.0,85291
UK,53.0,-3.5,48307
UK,53.0,-3.0,447641
UK,53.0,-2.5,394512
UK,53.0,-2.0,677607
UK,53.0,-1.5,1101112
UK,53.0,-1.0,1066733
UK,53.0,-0.5,316635
UK,53.0,0.0,201683
UK,53.0,0.5,109085
UK,53.0,1.0,59934
UK,53.0,1.5,56068
UK,53.5,-4.5,40290
UK,53.5,-4.0,59081
UK,53.5,-3.5,108642
UK,53.5,-3.0,1596390
UK,53.5,-2.5,2383757
UK,53.5,-2.0,2076942
UK,53.5,-1.5,1857550
UK,53.5,-1.0,558981
UK,53.5,-0.5,325937
UK,53.5,0.0,244423
UK,53.5,0.5,12525
UK,54.0,-8.0,9
UK,54.0,-7.5,10031
UK,54.0,-7.0,1784
UK,54.0,-6.5,81797
UK,54.0,-6.0,48380
UK,54.0,-5.5,259
UK,54.0,-3.5,16571
UK,54.0,-3.0,537228
UK,54.0,-2.5,381808
UK,54.0,-2.0,628284
UK,54.0,-1.5,1051807
UK,54.0,-1.0,344166
UK,54.0,-0.5,392308
UK,54.0,0.0,61971
UK,54.5,-8.0,8824
UK,54.5,-7.5,97900
UK,54.5,-7.0,77813
UK,54.5,-6.5,260070
UK,54.5,-6.0,740152
UK,54.5,-5.5,164574
UK,54.5,-5.0,549
UK,54.5,-4.5,1444
UK,54.5,-3.5,126518
UK,54.5,-3.0,61134
UK,54.5,-2.5,57874
UK,54.5,-2.0,51562
UK,54.5,-1.5,601167
UK,54.5,-1.0,362957
UK,54.5,-0.5,76881
UK,55.0,-7.5,120352
UK,55.0,-7.0,58840
UK,55.0,-6.5,202478
UK,55.0,-6.0,64593
UK,55.0,-5.5,6823
UK,55.0,-5.0,23741
UK,55.0,-4.5,10550
UK,55.0,-4.0,26782
UK,55.0,-3.5,78127
UK,55.0,-3.0,133964
UK,55.0,-2.5,23565
UK,55.0,-2.0,135994
UK,55.0,-1.5,1556552
UK,55.5,-6.5,368
UK,55.5,-6.0,767
UK,55.5,-5.5,8041
UK,55.5,-5.0,36817
UK,55.5,-4.5,285619
UK,55.5,-4.0,108782
UK,55.5,-3.5,19955
UK,55.5,-3.0,58339
UK,55.5,-2.5,38015
UK,55.5,-2.0,18334
UK,55.5,-1.5,31948
UK,56.0,-6.5,929
UK,56.0,-6.0,681
UK,56.0,-5.5,7365
UK,56.0,-5.0,85734
UK,56.0,-4.5,851385
UK,56.0,-4.0,1102839
UK,56.0,-3.5,573352
UK,56.0,-3.0,712729
UK,56.0,-2.5,32865
UK,56.0,-2.0,22335
UK,56.5,-7.0,510
UK,56.5,-6.5,549
UK,56.5,-6.0,2856
UK,56.5,-5.5,13173
UK,56.5,-5.0,4633
UK,56.5,-4.5,2525
UK,56.5,-4.0,19592
UK,56.5,-3.5,111661
UK,56.5,-3.0,269481
UK,56.5,-2.5,68742
UK,57.0,-7.5,2129
UK,57.0,-6.5,95
UK,57.0,-6.0,4453
UK,57.0,-5.5,1328
UK,57.0,-5.0,13785
UK,57.0,-4.5,1873
UK,57.0,-4.0,9197
UK,57.0,-3.5,1273
UK,57.0,-3.0,9453
UK,57.0,-2.5,77481
UK,57.0,-2.0,253333
UK,57.5,-7.5,2831
UK,57.5,-7.0,581
UK,57.5,-6.5,3985
UK,57.5,-6.0,4068
UK,57.5,-5.5,4025
UK,57.5,-5.0,896
UK,57.5,-4.5,45137
UK,57.5,-4.0,96195
UK,57.5,-3.5,63925
UK,57.5,-3.0,44906
UK,57.5,-2.5,63956
UK,57.5,-2.0,91624
UK,58.0,-8.5,9
UK,58.0,-7.0,1895
UK,58.0,-6.5,11209
UK,58.0,-6.0,1551
UK,58.0,-5.5,1796
UK,58.0,-5.0,2657
UK,58.0,-4.5,2895
UK,58.0,-4.0,15209
UK,58.0,-3.5,876
UK,58.5,-7.0,393
UK,58.5,-6.5,4206
UK,58.5,-6.0,1310
UK,58.5,-5.0,822
UK,58.5,-4.5,787
UK,58.5,-4.0,1407
UK,58.5,-3.5,16888
UK,58.5,-3.0,11001
UK,59.0,-6.0,3
UK,59.0,-3.5,3784
UK,59.0,-3.0,16899
UK,59.0,-2.5,600
UK,59.5,-3.0,702
UK,59.5,-2.5,433
UK,59.5,-1.5,51
UK,60.0,-2.0,47
UK,60.0,-1.5,4627
UK,60.0,-1.0,9575
UK,60.5,-1.5,3004
UK,60.5,-1.0,2970
UK,60.5,-0.5,6
UK,61.0,-1.0,484
